Signal,3035 - 75th St W 29th Ave W,Unnamed: 2,Unnamed: 3
05/17/21 12:18:24.800,10,Phase Begin Red Clearance,2
05/17/21 12:18:26.800,11,Phase End Red Clearance,2
05/17/21 12:18:55.600,1,Phase Begin Green,2
05/17/21 12:19:59.600,7,Phase Green Termination,2
05/17/21 12:19:59.600,8,Phase Begin Yellow Clearance,2
05/17/21 12:20:04.900,9,Phase End Yellow Clearance,2
05/17/21 12:20:04.900,10,Phase Begin Red Clearance,2
05/17/21 12:20:06.900,11,Phase End Red Clearance,2
05/17/21 12:20:22.200,1,Phase Begin Green,2
05/17/21 12:23:27.100,7,Phase Green Termination,2
05/17/21 12:23:27.100,8,Phase Begin Yellow Clearance,2
05/17/21 12:23:32.400,9,Phase End Yellow Clearance,2
05/17/21 12:23:32.400,10,Phase Begin Red Clearance,2
05/17/21 12:23:34.400,11,Phase End Red Clearance,2
05/17/21 12:23:51.300,1,Phase Begin Green,2
05/17/21 12:24:59.500,7,Phase Green Termination,2
05/17/21 12:24:59.500,8,Phase Begin Yellow Clearance,2
05/17/21 12:25:04.800,9,Phase End Yellow Clearance,2
05/17/21 12:25:04.800,10,Phase Begin Red Clearance,2
05/17/21 12:25:06.800,11,Phase End Red Clearance,2
05/17/21 12:25:38.500,1,Phase Begin Green,2
05/17/21 12:26:39.500,7,Phase Green Termination,2
05/17/21 12:26:39.500,8,Phase Begin Yellow Clearance,2
05/17/21 12:26:44.800,9,Phase End Yellow Clearance,2
05/17/21 12:26:44.800,10,Phase Begin Red Clearance,2
05/17/21 12:26:46.800,11,Phase End Red Clearance,2
05/17/21 12:27:02.100,1,Phase Begin Green,2
05/17/21 12:28:19.600,7,Phase Green Termination,2
05/17/21 12:28:19.600,8,Phase Begin Yellow Clearance,2
05/17/21 12:28:24.900,9,Phase End Yellow Clearance,2
05/17/21 12:28:24.900,10,Phase Begin Red Clearance,2
05/17/21 12:28:26.900,11,Phase End Red Clearance,2
05/17/21 12:28:43.700,1,Phase Begin Green,2
05/17/21 12:30:01.600,7,Phase Green Termination,2
05/17/21 12:30:01.600,8,Phase Begin Yellow Clearance,2
05/17/21 12:30:06.900,9,Phase End Yellow Clearance,2
05/17/21 12:30:06.900,10,Phase Begin Red Clearance,2
05/17/21 12:30:08.900,11,Phase End Red Clearance,2
05/17/21 12:30:22.200,1,Phase Begin Green,2
05/17/21 12:31:39.600,7,Phase Green Termination,2
05/17/21 12:31:39.600,8,Phase Begin Yellow Clearance,2
05/17/21 12:31:44.900,9,Phase End Yellow Clearance,2
05/17/21 12:31:44.900,10,Phase Begin Red Clearance,2
05/17/21 12:31:46.900,11,Phase End Red Clearance,2
05/17/21 12:32:19.800,1,Phase Begin Green,2
05/17/21 12:33:19.500,7,Phase Green Termination,2
05/17/21 12:33:19.500,8,Phase Begin Yellow Clearance,2
05/17/21 12:33:24.800,9,Phase End Yellow Clearance,2
05/17/21 12:33:24.800,10,Phase Begin Red Clearance,2
05/17/21 12:33:26.800,11,Phase End Red Clearance,2
05/17/21 12:34:03.800,1,Phase Begin Green,2
05/17/21 12:34:59.500,7,Phase Green Termination,2
05/17/21 12:34:59.500,8,Phase Begin Yellow Clearance,2
05/17/21 12:35:04.800,9,Phase End Yellow Clearance,2
05/17/21 12:35:04.800,10,Phase Begin Red Clearance,2
05/17/21 12:35:06.800,11,Phase End Red Clearance,2
05/17/21 12:35:23.000,1,Phase Begin Green,2
05/17/21 12:38:19.500,7,Phase Green Termination,2
05/17/21 12:38:19.500,8,Phase Begin Yellow Clearance,2
05/17/21 12:38:24.800,9,Phase End Yellow Clearance,2
05/17/21 12:38:24.800,10,Phase Begin Red Clearance,2
05/17/21 12:38:26.800,11,Phase End Red Clearance,2
05/17/21 12:38:47.800,1,Phase Begin Green,2
05/17/21 12:39:59.500,7,Phase Green Termination,2
05/17/21 12:39:59.500,8,Phase Begin Yellow Clearance,2
05/17/21 12:40:04.800,9,Phase End Yellow Clearance,2
05/17/21 12:40:04.800,10,Phase Begin Red Clearance,2
05/17/21 12:40:06.800,11,Phase End Red Clearance,2
05/17/21 12:40:24.400,1,Phase Begin Green,2
05/17/21 12:41:39.500,7,Phase Green Termination,2
05/17/21 12:41:39.500,8,Phase Begin Yellow Clearance,2
05/17/21 12:41:44.800,9,Phase End Yellow Clearance,2
05/17/21 12:41:44.800,10,Phase Begin Red Clearance,2
05/17/21 12:41:46.800,11,Phase End Red Clearance,2
05/17/21 12:42:02.100,1,Phase Begin Green,2
05/17/21 12:48:19.500,7,Phase Green Termination,2
05/17/21 12:48:19.500,8,Phase Begin Yellow Clearance,2
05/17/21 12:48:24.800,9,Phase End Yellow Clearance,2
05/17/21 12:48:24.800,10,Phase Begin Red Clearance,2
05/17/21 12:48:26.800,11,Phase End Red Clearance,2
05/17/21 12:48:45.000,1,Phase Begin Green,2
05/17/21 12:49:59.400,7,Phase Green Termination,2
05/17/21 12:49:59.400,8,Phase Begin Yellow Clearance,2
05/17/21 12:50:04.700,9,Phase End Yellow Clearance,2
05/17/21 12:50:04.700,10,Phase Begin Red Clearance,2
05/17/21 12:50:06.700,11,Phase End Red Clearance,2
05/17/21 12:50:24.100,1,Phase Begin Green,2
05/17/21 12:53:19.400,7,Phase Green Termination,2
05/17/21 12:53:19.400,8,Phase Begin Yellow Clearance,2
05/17/21 12:53:24.700,9,Phase End Yellow Clearance,2
05/17/21 12:53:24.700,10,Phase Begin Red Clearance,2
05/17/21 12:53:26.700,11,Phase End Red Clearance,2
05/17/21 12:54:02.100,1,Phase Begin Green,2
05/17/21 12:56:39.500,7,Phase Green Termination,2
05/17/21 12:56:39.500,8,Phase Begin Yellow Clearance,2
05/17/21 12:56:44.800,9,Phase End Yellow Clearance,2
05/17/21 12:56:44.800,10,Phase Begin Red Clearance,2
05/17/21 12:56:46.800,11,Phase End Red Clearance,2
05/17/21 12:57:02.100,1,Phase Begin Green,2
05/17/21 12:58:19.400,7,Phase Green Termination,2
05/17/21 12:58:19.400,8,Phase Begin Yellow Clearance,2
05/17/21 12:58:24.700,9,Phase End Yellow Clearance,2
05/17/21 12:58:24.700,10,Phase Begin Red Clearance,2
05/17/21 12:58:26.700,11,Phase End Red Clearance,2
05/17/21 12:58:42.000,1,Phase Begin Green,2
05/17/21 13:01:39.400,7,Phase Green Termination,2
05/17/21 13:01:39.400,8,Phase Begin Yellow Clearance,2
05/17/21 13:01:44.700,9,Phase End Yellow Clearance,2
05/17/21 13:01:44.700,10,Phase Begin Red Clearance,2
05/17/21 13:01:46.700,11,Phase End Red Clearance,2
05/17/21 13:02:17.300,1,Phase Begin Green,2
05/17/21 13:04:59.500,7,Phase Green Termination,2
05/17/21 13:04:59.500,8,Phase Begin Yellow Clearance,2
05/17/21 13:05:04.800,9,Phase End Yellow Clearance,2
05/17/21 13:05:04.800,10,Phase Begin Red Clearance,2
05/17/21 13:05:06.800,11,Phase End Red Clearance,2
05/17/21 13:05:22.100,1,Phase Begin Green,2
05/17/21 13:06:39.500,7,Phase Green Termination,2
05/17/21 13:06:39.500,8,Phase Begin Yellow Clearance,2
05/17/21 13:06:44.800,9,Phase End Yellow Clearance,2
05/17/21 13:06:44.800,10,Phase Begin Red Clearance,2
05/17/21 13:06:46.800,11,Phase End Red Clearance,2
05/17/21 13:07:19.200,1,Phase Begin Green,2
05/17/21 13:08:19.400,7,Phase Green Termination,2
05/17/21 13:08:19.400,8,Phase Begin Yellow Clearance,2
05/17/21 13:08:24.700,9,Phase End Yellow Clearance,2
05/17/21 13:08:24.700,10,Phase Begin Red Clearance,2
05/17/21 13:08:26.700,11,Phase End Red Clearance,2
05/17/21 13:08:57.300,1,Phase Begin Green,2
05/17/21 13:11:42.900,7,Phase Green Termination,2
05/17/21 13:11:42.900,8,Phase Begin Yellow Clearance,2
05/17/21 13:11:48.200,9,Phase End Yellow Clearance,2
05/17/21 13:11:48.200,10,Phase Begin Red Clearance,2
05/17/21 13:11:50.200,11,Phase End Red Clearance,2
05/17/21 13:12:07.500,1,Phase Begin Green,2
05/17/21 13:13:27.300,7,Phase Green Termination,2
05/17/21 13:13:27.300,8,Phase Begin Yellow Clearance,2
05/17/21 13:13:32.600,9,Phase End Yellow Clearance,2
05/17/21 13:13:32.600,10,Phase Begin Red Clearance,2
05/17/21 13:13:34.600,11,Phase End Red Clearance,2
05/17/21 13:13:49.900,1,Phase Begin Green,2
05/17/21 13:15:13.000,7,Phase Green Termination,2
05/17/21 13:15:13.000,8,Phase Begin Yellow Clearance,2
05/17/21 13:15:18.300,9,Phase End Yellow Clearance,2
05/17/21 13:15:18.300,10,Phase Begin Red Clearance,2
05/17/21 13:15:20.300,11,Phase End Red Clearance,2
05/17/21 13:15:35.600,1,Phase Begin Green,2
05/17/21 13:18:19.300,7,Phase Green Termination,2
05/17/21 13:18:19.300,8,Phase Begin Yellow Clearance,2
05/17/21 13:18:24.600,9,Phase End Yellow Clearance,2
05/17/21 13:18:24.600,10,Phase Begin Red Clearance,2
05/17/21 13:18:26.600,11,Phase End Red Clearance,2
05/17/21 13:18:42.900,1,Phase Begin Green,2
05/17/21 13:21:39.300,7,Phase Green Termination,2
05/17/21 13:21:39.300,8,Phase Begin Yellow Clearance,2
05/17/21 13:21:44.600,9,Phase End Yellow Clearance,2
05/17/21 13:21:44.600,10,Phase Begin Red Clearance,2
05/17/21 13:21:46.600,11,Phase End Red Clearance,2
05/17/21 13:22:23.900,1,Phase Begin Green,2
05/17/21 13:23:22.200,7,Phase Green Termination,2
05/17/21 13:23:22.200,8,Phase Begin Yellow Clearance,2
05/17/21 13:23:27.500,9,Phase End Yellow Clearance,2
05/17/21 13:23:27.500,10,Phase Begin Red Clearance,2
05/17/21 13:23:29.500,11,Phase End Red Clearance,2
05/17/21 13:23:44.800,1,Phase Begin Green,2
05/17/21 13:24:59.400,7,Phase Green Termination,2
05/17/21 13:24:59.400,8,Phase Begin Yellow Clearance,2
05/17/21 13:25:04.700,9,Phase End Yellow Clearance,2
05/17/21 13:25:04.700,10,Phase Begin Red Clearance,2
05/17/21 13:25:06.700,11,Phase End Red Clearance,2
05/17/21 13:25:24.300,1,Phase Begin Green,2
05/17/21 13:26:39.300,7,Phase Green Termination,2
05/17/21 13:26:39.300,8,Phase Begin Yellow Clearance,2
05/17/21 13:26:44.600,9,Phase End Yellow Clearance,2
05/17/21 13:26:44.600,10,Phase Begin Red Clearance,2
05/17/21 13:26:46.600,11,Phase End Red Clearance,2
05/17/21 13:27:03.900,1,Phase Begin Green,2
05/17/21 13:28:19.400,7,Phase Green Termination,2
05/17/21 13:28:19.400,8,Phase Begin Yellow Clearance,2
05/17/21 13:28:24.700,9,Phase End Yellow Clearance,2
05/17/21 13:28:24.700,10,Phase Begin Red Clearance,2
05/17/21 13:28:26.700,11,Phase End Red Clearance,2
05/17/21 13:28:42.000,1,Phase Begin Green,2
05/17/21 13:32:00.500,7,Phase Green Termination,2
05/17/21 13:32:00.500,8,Phase Begin Yellow Clearance,2
05/17/21 13:32:05.800,9,Phase End Yellow Clearance,2
05/17/21 13:32:05.800,10,Phase Begin Red Clearance,2
05/17/21 13:32:07.800,11,Phase End Red Clearance,2
05/17/21 13:32:23.200,1,Phase Begin Green,2
05/17/21 13:33:19.300,7,Phase Green Termination,2
05/17/21 13:33:19.300,8,Phase Begin Yellow Clearance,2
05/17/21 13:33:24.600,9,Phase End Yellow Clearance,2
05/17/21 13:33:24.600,10,Phase Begin Red Clearance,2
05/17/21 13:33:26.600,11,Phase End Red Clearance,2
05/17/21 13:33:57.200,1,Phase Begin Green,2
05/17/21 13:34:59.400,7,Phase Green Termination,2
05/17/21 13:34:59.400,8,Phase Begin Yellow Clearance,2
05/17/21 13:35:04.700,9,Phase End Yellow Clearance,2
05/17/21 13:35:04.700,10,Phase Begin Red Clearance,2
05/17/21 13:35:06.700,11,Phase End Red Clearance,2
05/17/21 13:35:22.000,1,Phase Begin Green,2
05/17/21 13:36:39.300,7,Phase Green Termination,2
05/17/21 13:36:39.300,8,Phase Begin Yellow Clearance,2
05/17/21 13:36:44.600,9,Phase End Yellow Clearance,2
05/17/21 13:36:44.600,10,Phase Begin Red Clearance,2
05/17/21 13:36:46.600,11,Phase End Red Clearance,2
05/17/21 13:37:08.600,1,Phase Begin Green,2
05/17/21 13:38:19.400,7,Phase Green Termination,2
05/17/21 13:38:19.400,8,Phase Begin Yellow Clearance,2
05/17/21 13:38:24.700,9,Phase End Yellow Clearance,2
05/17/21 13:38:24.700,10,Phase Begin Red Clearance,2
05/17/21 13:38:26.700,11,Phase End Red Clearance,2
05/17/21 13:38:42.000,1,Phase Begin Green,2
05/17/21 13:45:14.200,7,Phase Green Termination,2
05/17/21 13:45:14.200,8,Phase Begin Yellow Clearance,2
05/17/21 13:45:19.500,9,Phase End Yellow Clearance,2
05/17/21 13:45:19.500,10,Phase Begin Red Clearance,2
05/17/21 13:45:21.500,11,Phase End Red Clearance,2
05/17/21 13:45:36.800,1,Phase Begin Green,2
05/17/21 13:49:59.300,7,Phase Green Termination,2
05/17/21 13:49:59.300,8,Phase Begin Yellow Clearance,2
05/17/21 13:50:04.600,9,Phase End Yellow Clearance,2
05/17/21 13:50:04.600,10,Phase Begin Red Clearance,2
05/17/21 13:50:06.600,11,Phase End Red Clearance,2
05/17/21 13:50:23.500,1,Phase Begin Green,2
05/17/21 13:51:47.400,7,Phase Green Termination,2
05/17/21 13:51:47.400,8,Phase Begin Yellow Clearance,2
05/17/21 13:51:52.700,9,Phase End Yellow Clearance,2
05/17/21 13:51:52.700,10,Phase Begin Red Clearance,2
05/17/21 13:51:54.700,11,Phase End Red Clearance,2
05/17/21 13:52:10.000,1,Phase Begin Green,2
05/17/21 13:53:19.200,7,Phase Green Termination,2
05/17/21 13:53:19.200,8,Phase Begin Yellow Clearance,2
05/17/21 13:53:24.500,9,Phase End Yellow Clearance,2
05/17/21 13:53:24.500,10,Phase Begin Red Clearance,2
05/17/21 13:53:26.500,11,Phase End Red Clearance,2
05/17/21 13:53:42.200,1,Phase Begin Green,2
05/17/21 13:56:39.200,7,Phase Green Termination,2
05/17/21 13:56:39.200,8,Phase Begin Yellow Clearance,2
05/17/21 13:56:44.500,9,Phase End Yellow Clearance,2
05/17/21 13:56:44.500,10,Phase Begin Red Clearance,2
05/17/21 13:56:46.500,11,Phase End Red Clearance,2
05/17/21 13:57:21.100,1,Phase Begin Green,2
05/17/21 14:03:19.700,7,Phase Green Termination,2
05/17/21 14:03:19.700,8,Phase Begin Yellow Clearance,2
05/17/21 14:03:25.000,9,Phase End Yellow Clearance,2
05/17/21 14:03:25.000,10,Phase Begin Red Clearance,2
05/17/21 14:03:27.000,11,Phase End Red Clearance,2
05/17/21 14:03:42.300,1,Phase Begin Green,2
05/17/21 14:06:39.600,7,Phase Green Termination,2
05/17/21 14:06:39.600,8,Phase Begin Yellow Clearance,2
05/17/21 14:06:44.900,9,Phase End Yellow Clearance,2
05/17/21 14:06:44.900,10,Phase Begin Red Clearance,2
05/17/21 14:06:46.900,11,Phase End Red Clearance,2
05/17/21 14:07:03.500,1,Phase Begin Green,2
05/17/21 14:08:19.600,7,Phase Green Termination,2
05/17/21 14:08:19.600,8,Phase Begin Yellow Clearance,2
05/17/21 14:08:24.900,9,Phase End Yellow Clearance,2
05/17/21 14:08:24.900,10,Phase Begin Red Clearance,2
05/17/21 14:08:26.900,11,Phase End Red Clearance,2
05/17/21 14:08:42.200,1,Phase Begin Green,2
05/17/21 14:11:39.600,7,Phase Green Termination,2
05/17/21 14:11:39.600,8,Phase Begin Yellow Clearance,2
05/17/21 14:11:44.900,9,Phase End Yellow Clearance,2
05/17/21 14:11:44.900,10,Phase Begin Red Clearance,2
05/17/21 14:11:46.900,11,Phase End Red Clearance,2
05/17/21 14:12:02.600,1,Phase Begin Green,2
05/17/21 14:15:04.900,7,Phase End Yellow Clearance,2
05/17/21 14:15:04.900,8,Phase Begin Red Clearance,2
05/17/21 14:15:06.900,9,Phase End Red Clearance,2
05/17/21 14:15:09.600,10,Phase Green Termination,2
05/17/21 14:15:09.600,11,Phase Begin Yellow Clearance,2
05/17/21 14:15:22.400,1,Phase Begin Green,2
05/17/21 14:18:19.600,7,Phase Green Termination,2
05/17/21 14:18:19.600,8,Phase Begin Yellow Clearance,2
05/17/21 14:18:24.900,9,Phase End Yellow Clearance,2
05/17/21 14:18:24.900,10,Phase Begin Red Clearance,2
05/17/21 14:18:26.900,11,Phase End Red Clearance,2
05/17/21 14:18:43.400,1,Phase Begin Green,2
05/17/21 14:20:12.400,7,Phase Green Termination,2
05/17/21 14:20:12.400,8,Phase Begin Yellow Clearance,2
05/17/21 14:20:17.700,9,Phase End Yellow Clearance,2
05/17/21 14:20:17.700,10,Phase Begin Red Clearance,2
05/17/21 14:20:19.700,11,Phase End Red Clearance,2
05/17/21 14:20:35.000,1,Phase Begin Green,2
05/17/21 14:21:39.600,7,Phase Green Termination,2
05/17/21 14:21:39.600,8,Phase Begin Yellow Clearance,2
05/17/21 14:21:44.900,9,Phase End Yellow Clearance,2
05/17/21 14:21:44.900,10,Phase Begin Red Clearance,2
05/17/21 14:21:46.900,11,Phase End Red Clearance,2
05/17/21 14:22:03.600,1,Phase Begin Green,2
05/17/21 14:23:19.700,7,Phase Green Termination,2
05/17/21 14:23:19.700,8,Phase Begin Yellow Clearance,2
05/17/21 14:23:25.000,9,Phase End Yellow Clearance,2
05/17/21 14:23:25.000,10,Phase Begin Red Clearance,2
05/17/21 14:23:27.000,11,Phase End Red Clearance,2
05/17/21 14:23:45.900,1,Phase Begin Green,2
05/17/21 14:26:39.600,7,Phase Green Termination,2
05/17/21 14:26:39.600,8,Phase Begin Yellow Clearance,2
05/17/21 14:26:44.900,9,Phase End Yellow Clearance,2
05/17/21 14:26:44.900,10,Phase Begin Red Clearance,2
05/17/21 14:26:46.900,11,Phase End Red Clearance,2
05/17/21 14:27:16.800,1,Phase Begin Green,2
05/17/21 14:33:19.600,7,Phase Green Termination,2
05/17/21 14:33:19.600,8,Phase Begin Yellow Clearance,2
05/17/21 14:33:24.900,9,Phase End Yellow Clearance,2
05/17/21 14:33:24.900,10,Phase Begin Red Clearance,2
05/17/21 14:33:26.900,11,Phase End Red Clearance,2
05/17/21 14:33:45.600,1,Phase Begin Green,2
05/17/21 14:35:00.400,7,Phase Green Termination,2
05/17/21 14:35:00.400,8,Phase Begin Yellow Clearance,2
05/17/21 14:35:05.700,9,Phase End Yellow Clearance,2
05/17/21 14:35:05.700,10,Phase Begin Red Clearance,2
05/17/21 14:35:07.700,11,Phase End Red Clearance,2
05/17/21 14:35:23.000,1,Phase Begin Green,2
05/17/21 14:39:59.600,7,Phase Green Termination,2
05/17/21 14:39:59.600,8,Phase Begin Yellow Clearance,2
05/17/21 14:40:04.900,9,Phase End Yellow Clearance,2
05/17/21 14:40:04.900,10,Phase Begin Red Clearance,2
05/17/21 14:40:06.900,11,Phase End Red Clearance,2
05/17/21 14:40:44.200,1,Phase Begin Green,2
05/17/21 14:41:39.600,7,Phase Green Termination,2
05/17/21 14:41:39.600,8,Phase Begin Yellow Clearance,2
05/17/21 14:41:44.900,9,Phase End Yellow Clearance,2
05/17/21 14:41:44.900,10,Phase Begin Red Clearance,2
05/17/21 14:41:46.900,11,Phase End Red Clearance,2
05/17/21 14:42:02.200,1,Phase Begin Green,2
05/17/21 14:43:17.800,7,Phase Green Termination,2
05/17/21 14:43:17.800,8,Phase Begin Yellow Clearance,2
05/17/21 14:43:23.100,9,Phase End Yellow Clearance,2
05/17/21 14:43:23.100,10,Phase Begin Red Clearance,2
05/17/21 14:43:25.100,11,Phase End Red Clearance,2
05/17/21 14:44:13.500,1,Phase Begin Green,2
05/17/21 14:45:02.600,7,Phase Green Termination,2
05/17/21 14:45:02.600,8,Phase Begin Yellow Clearance,2
05/17/21 14:45:07.900,9,Phase End Yellow Clearance,2
05/17/21 14:45:07.900,10,Phase Begin Red Clearance,2
05/17/21 14:45:09.900,11,Phase End Red Clearance,2
05/17/21 14:45:22.200,1,Phase Begin Green,2
05/17/21 14:46:39.600,7,Phase Green Termination,2
05/17/21 14:46:39.600,8,Phase Begin Yellow Clearance,2
05/17/21 14:46:44.900,9,Phase End Yellow Clearance,2
05/17/21 14:46:44.900,10,Phase Begin Red Clearance,2
05/17/21 14:46:46.900,11,Phase End Red Clearance,2
05/17/21 14:47:02.200,1,Phase Begin Green,2
05/17/21 14:48:19.600,7,Phase Green Termination,2
05/17/21 14:48:19.600,8,Phase Begin Yellow Clearance,2
05/17/21 14:48:24.900,9,Phase End Yellow Clearance,2
05/17/21 14:48:24.900,10,Phase Begin Red Clearance,2
05/17/21 14:48:26.900,11,Phase End Red Clearance,2
05/17/21 14:48:42.500,1,Phase Begin Green,2
05/17/21 14:51:39.500,7,Phase Green Termination,2
05/17/21 14:51:39.500,8,Phase Begin Yellow Clearance,2
05/17/21 14:51:44.800,9,Phase End Yellow Clearance,2
05/17/21 14:51:44.800,10,Phase Begin Red Clearance,2
05/17/21 14:51:46.800,11,Phase End Red Clearance,2
05/17/21 14:52:02.100,1,Phase Begin Green,2
05/17/21 14:53:19.600,7,Phase Green Termination,2
05/17/21 14:53:19.600,8,Phase Begin Yellow Clearance,2
05/17/21 14:53:24.900,9,Phase End Yellow Clearance,2
05/17/21 14:53:24.900,10,Phase Begin Red Clearance,2
05/17/21 14:53:26.900,11,Phase End Red Clearance,2
05/17/21 14:53:43.000,1,Phase Begin Green,2
05/17/21 14:54:59.500,7,Phase Green Termination,2
05/17/21 14:54:59.500,8,Phase Begin Yellow Clearance,2
05/17/21 14:55:04.800,9,Phase End Yellow Clearance,2
05/17/21 14:55:04.800,10,Phase Begin Red Clearance,2
05/17/21 14:55:06.800,11,Phase End Red Clearance,2
05/17/21 14:55:25.200,1,Phase Begin Green,2
05/17/21 14:56:39.500,7,Phase Green Termination,2
05/17/21 14:56:39.500,8,Phase Begin Yellow Clearance,2
05/17/21 14:56:44.800,9,Phase End Yellow Clearance,2
05/17/21 14:56:44.800,10,Phase Begin Red Clearance,2
05/17/21 14:56:46.800,11,Phase End Red Clearance,2
05/17/21 14:57:02.100,1,Phase Begin Green,2
05/17/21 14:58:19.500,7,Phase Green Termination,2
05/17/21 14:58:19.500,8,Phase Begin Yellow Clearance,2
05/17/21 14:58:24.800,9,Phase End Yellow Clearance,2
05/17/21 14:58:24.800,10,Phase Begin Red Clearance,2
05/17/21 14:58:26.800,11,Phase End Red Clearance,2
05/17/21 14:59:18.900,1,Phase Begin Green,2
05/17/21 15:00:02.600,7,Phase Green Termination,2
05/17/21 15:00:02.600,8,Phase Begin Yellow Clearance,2
05/17/21 15:00:07.900,9,Phase End Yellow Clearance,2
05/17/21 15:00:07.900,10,Phase Begin Red Clearance,2
05/17/21 15:00:09.900,11,Phase End Red Clearance,2
05/17/21 15:00:22.700,1,Phase Begin Green,2
05/17/21 15:04:59.300,7,Phase Green Termination,2
05/17/21 15:04:59.300,8,Phase Begin Yellow Clearance,2
05/17/21 15:05:04.600,9,Phase End Yellow Clearance,2
05/17/21 15:05:04.600,10,Phase Begin Red Clearance,2
05/17/21 15:05:06.600,11,Phase End Red Clearance,2
05/17/21 15:05:21.900,1,Phase Begin Green,2
05/17/21 15:06:39.300,7,Phase Green Termination,2
05/17/21 15:06:39.300,8,Phase Begin Yellow Clearance,2
05/17/21 15:06:44.600,9,Phase End Yellow Clearance,2
05/17/21 15:06:44.600,10,Phase Begin Red Clearance,2
05/17/21 15:06:46.600,11,Phase End Red Clearance,2
05/17/21 15:07:03.100,1,Phase Begin Green,2
05/17/21 15:11:39.300,7,Phase Green Termination,2
05/17/21 15:11:39.300,8,Phase Begin Yellow Clearance,2
05/17/21 15:11:44.600,9,Phase End Yellow Clearance,2
05/17/21 15:11:44.600,10,Phase Begin Red Clearance,2
05/17/21 15:11:46.600,11,Phase End Red Clearance,2
05/17/21 15:12:01.900,1,Phase Begin Green,2
05/17/21 15:13:19.400,7,Phase Green Termination,2
05/17/21 15:13:19.400,8,Phase Begin Yellow Clearance,2
05/17/21 15:13:24.700,9,Phase End Yellow Clearance,2
05/17/21 15:13:24.700,10,Phase Begin Red Clearance,2
05/17/21 15:13:26.700,11,Phase End Red Clearance,2
05/17/21 15:13:42.000,1,Phase Begin Green,2
05/17/21 15:15:00.400,7,Phase Green Termination,2
05/17/21 15:15:00.400,8,Phase Begin Yellow Clearance,2
05/17/21 15:15:05.700,9,Phase End Yellow Clearance,2
05/17/21 15:15:05.700,10,Phase Begin Red Clearance,2
05/17/21 15:15:07.700,11,Phase End Red Clearance,2
05/17/21 15:15:28.000,1,Phase Begin Green,2
05/17/21 15:16:39.300,7,Phase Green Termination,2
05/17/21 15:16:39.300,8,Phase Begin Yellow Clearance,2
05/17/21 15:16:44.600,9,Phase End Yellow Clearance,2
05/17/21 15:16:44.600,10,Phase Begin Red Clearance,2
05/17/21 15:16:46.600,11,Phase End Red Clearance,2
05/17/21 15:17:23.600,1,Phase Begin Green,2
05/17/21 15:19:59.300,7,Phase Green Termination,2
05/17/21 15:19:59.300,8,Phase Begin Yellow Clearance,2
05/17/21 15:20:04.600,9,Phase End Yellow Clearance,2
05/17/21 15:20:04.600,10,Phase Begin Red Clearance,2
05/17/21 15:20:06.600,11,Phase End Red Clearance,2
05/17/21 15:20:21.900,1,Phase Begin Green,2
05/17/21 15:21:39.400,7,Phase Green Termination,2
05/17/21 15:21:39.400,8,Phase Begin Yellow Clearance,2
05/17/21 15:21:44.700,9,Phase End Yellow Clearance,2
05/17/21 15:21:44.700,10,Phase Begin Red Clearance,2
05/17/21 15:21:46.700,11,Phase End Red Clearance,2
05/17/21 15:22:08.400,1,Phase Begin Green,2
05/17/21 15:24:59.400,7,Phase Green Termination,2
05/17/21 15:24:59.400,8,Phase Begin Yellow Clearance,2
05/17/21 15:25:04.700,9,Phase End Yellow Clearance,2
05/17/21 15:25:04.700,10,Phase Begin Red Clearance,2
05/17/21 15:25:06.700,11,Phase End Red Clearance,2
05/17/21 15:25:29.700,1,Phase Begin Green,2
05/17/21 15:26:39.400,7,Phase Green Termination,2
05/17/21 15:26:39.400,8,Phase Begin Yellow Clearance,2
05/17/21 15:26:44.700,9,Phase End Yellow Clearance,2
05/17/21 15:26:44.700,10,Phase Begin Red Clearance,2
05/17/21 15:26:46.700,11,Phase End Red Clearance,2
05/17/21 15:27:16.800,1,Phase Begin Green,2
05/17/21 15:28:19.400,7,Phase Green Termination,2
05/17/21 15:28:19.400,8,Phase Begin Yellow Clearance,2
05/17/21 15:28:24.700,9,Phase End Yellow Clearance,2
05/17/21 15:28:24.700,10,Phase Begin Red Clearance,2
05/17/21 15:28:26.700,11,Phase End Red Clearance,2
05/17/21 15:28:42.000,1,Phase Begin Green,2
05/17/21 15:31:39.400,7,Phase Green Termination,2
05/17/21 15:31:39.400,8,Phase Begin Yellow Clearance,2
05/17/21 15:31:44.700,9,Phase End Yellow Clearance,2
05/17/21 15:31:44.700,10,Phase Begin Red Clearance,2
05/17/21 15:31:46.700,11,Phase End Red Clearance,2
05/17/21 15:32:03.400,1,Phase Begin Green,2
05/17/21 15:33:19.400,7,Phase Green Termination,2
05/17/21 15:33:19.400,8,Phase Begin Yellow Clearance,2
05/17/21 15:33:24.700,9,Phase End Yellow Clearance,2
05/17/21 15:33:24.700,10,Phase Begin Red Clearance,2
05/17/21 15:33:26.700,11,Phase End Red Clearance,2
05/17/21 15:33:42.700,1,Phase Begin Green,2
05/17/21 15:34:59.300,7,Phase Green Termination,2
05/17/21 15:34:59.300,8,Phase Begin Yellow Clearance,2
05/17/21 15:35:04.600,9,Phase End Yellow Clearance,2
05/17/21 15:35:04.600,10,Phase Begin Red Clearance,2
05/17/21 15:35:06.600,11,Phase End Red Clearance,2
