Signal,3035 - 75th St W 29th Ave W,Unnamed: 2,Unnamed: 3
05/17/21 19:08:19.600,8,Phase Begin Yellow Clearance,2
05/17/21 19:08:24.900,9,Phase End Yellow Clearance,2
05/17/21 19:08:24.900,10,Phase Begin Red Clearance,2
05/17/21 19:08:26.900,11,Phase End Red Clearance,2
05/17/21 19:08:42.900,1,Phase Begin Green,2
05/17/21 19:09:59.600,7,Phase Green Termination,2
05/17/21 19:09:59.600,8,Phase Begin Yellow Clearance,2
05/17/21 19:10:04.900,9,Phase End Yellow Clearance,2
05/17/21 19:10:04.900,10,Phase Begin Red Clearance,2
05/17/21 19:10:06.900,11,Phase End Red Clearance,2
05/17/21 19:10:22.200,1,Phase Begin Green,2
05/17/21 19:13:19.100,7,Phase Green Termination,2
05/17/21 19:13:19.100,8,Phase Begin Yellow Clearance,2
05/17/21 19:13:24.400,9,Phase End Yellow Clearance,2
05/17/21 19:13:24.400,10,Phase Begin Red Clearance,2
05/17/21 19:13:26.400,11,Phase End Red Clearance,2
05/17/21 19:13:41.700,1,Phase Begin Green,2
05/17/21 19:15:04.300,7,Phase Green Termination,2
05/17/21 19:15:04.300,8,Phase Begin Yellow Clearance,2
05/17/21 19:15:06.600,9,Phase End Red Clearance,2
05/17/21 19:15:09.600,10,Phase End Yellow Clearance,2
05/17/21 19:15:09.600,11,Phase Begin Red Clearance,2
05/17/21 19:15:21.900,1,Phase Begin Green,2
05/17/21 19:16:39.400,7,Phase Green Termination,2
05/17/21 19:16:39.400,8,Phase Begin Yellow Clearance,2
05/17/21 19:16:44.700,9,Phase End Yellow Clearance,2
05/17/21 19:16:44.700,10,Phase Begin Red Clearance,2
05/17/21 19:16:46.700,11,Phase End Red Clearance,2
05/17/21 19:17:02.200,1,Phase Begin Green,2
05/17/21 19:18:19.400,7,Phase Green Termination,2
05/17/21 19:18:19.400,8,Phase Begin Yellow Clearance,2
05/17/21 19:18:24.700,9,Phase End Yellow Clearance,2
05/17/21 19:18:24.700,10,Phase Begin Red Clearance,2
05/17/21 19:18:26.700,11,Phase End Red Clearance,2
05/17/21 19:18:42.000,1,Phase Begin Green,2
05/17/21 19:21:39.400,7,Phase Green Termination,2
05/17/21 19:21:39.400,8,Phase Begin Yellow Clearance,2
05/17/21 19:21:44.700,9,Phase End Yellow Clearance,2
05/17/21 19:21:44.700,10,Phase Begin Red Clearance,2
05/17/21 19:21:46.700,11,Phase End Red Clearance,2
05/17/21 19:22:02.100,1,Phase Begin Green,2
05/17/21 19:24:59.300,7,Phase Green Termination,2
05/17/21 19:24:59.300,8,Phase Begin Yellow Clearance,2
05/17/21 19:25:04.600,9,Phase End Yellow Clearance,2
05/17/21 19:25:04.600,10,Phase Begin Red Clearance,2
05/17/21 19:25:06.600,11,Phase End Red Clearance,2
05/17/21 19:25:21.900,1,Phase Begin Green,2
05/17/21 19:26:39.300,7,Phase Green Termination,2
05/17/21 19:26:39.300,8,Phase Begin Yellow Clearance,2
05/17/21 19:26:44.600,9,Phase End Yellow Clearance,2
05/17/21 19:26:44.600,10,Phase Begin Red Clearance,2
05/17/21 19:26:46.600,11,Phase End Red Clearance,2
05/17/21 19:27:01.900,1,Phase Begin Green,2
05/17/21 19:28:19.400,7,Phase Green Termination,2
05/17/21 19:28:19.400,8,Phase Begin Yellow Clearance,2
05/17/21 19:28:24.700,9,Phase End Yellow Clearance,2
05/17/21 19:28:24.700,10,Phase Begin Red Clearance,2
05/17/21 19:28:26.700,11,Phase End Red Clearance,2
05/17/21 19:28:42.200,1,Phase Begin Green,2
05/17/21 19:31:39.300,7,Phase Green Termination,2
05/17/21 19:31:39.300,8,Phase Begin Yellow Clearance,2
05/17/21 19:31:44.600,9,Phase End Yellow Clearance,2
05/17/21 19:31:44.600,10,Phase Begin Red Clearance,2
05/17/21 19:31:46.600,11,Phase End Red Clearance,2
05/17/21 19:32:02.000,1,Phase Begin Green,2
05/17/21 19:33:19.400,7,Phase Green Termination,2
05/17/21 19:33:19.400,8,Phase Begin Yellow Clearance,2
05/17/21 19:33:24.700,9,Phase End Yellow Clearance,2
05/17/21 19:33:24.700,10,Phase Begin Red Clearance,2
05/17/21 19:33:26.700,11,Phase End Red Clearance,2
05/17/21 19:33:42.300,1,Phase Begin Green,2
05/17/21 19:34:59.300,7,Phase Green Termination,2
05/17/21 19:34:59.300,8,Phase Begin Yellow Clearance,2
05/17/21 19:35:04.600,9,Phase End Yellow Clearance,2
05/17/21 19:35:04.600,10,Phase Begin Red Clearance,2
05/17/21 19:35:06.600,11,Phase End Red Clearance,2
05/17/21 19:35:43.900,1,Phase Begin Green,2
05/17/21 19:38:19.300,7,Phase Green Termination,2
05/17/21 19:38:19.300,8,Phase Begin Yellow Clearance,2
05/17/21 19:38:24.600,9,Phase End Yellow Clearance,2
05/17/21 19:38:24.600,10,Phase Begin Red Clearance,2
05/17/21 19:38:26.600,11,Phase End Red Clearance,2
05/17/21 19:38:41.900,1,Phase Begin Green,2
05/17/21 19:41:55.900,7,Phase Green Termination,2
05/17/21 19:41:55.900,8,Phase Begin Yellow Clearance,2
05/17/21 19:42:01.200,9,Phase End Yellow Clearance,2
05/17/21 19:42:01.200,10,Phase Begin Red Clearance,2
05/17/21 19:42:03.200,11,Phase End Red Clearance,2
05/17/21 19:42:18.500,1,Phase Begin Green,2
05/17/21 19:46:39.200,7,Phase Green Termination,2
05/17/21 19:46:39.200,8,Phase Begin Yellow Clearance,2
05/17/21 19:46:44.500,9,Phase End Yellow Clearance,2
05/17/21 19:46:44.500,10,Phase Begin Red Clearance,2
05/17/21 19:46:46.500,11,Phase End Red Clearance,2
05/17/21 19:47:01.800,1,Phase Begin Green,2
05/17/21 19:48:19.300,7,Phase Green Termination,2
05/17/21 19:48:19.300,8,Phase Begin Yellow Clearance,2
05/17/21 19:48:24.600,9,Phase End Yellow Clearance,2
05/17/21 19:48:24.600,10,Phase Begin Red Clearance,2
05/17/21 19:48:26.600,11,Phase End Red Clearance,2
05/17/21 19:48:41.900,1,Phase Begin Green,2
05/17/21 20:01:39.200,7,Phase Green Termination,2
05/17/21 20:01:39.200,8,Phase Begin Yellow Clearance,2
05/17/21 20:01:44.500,9,Phase End Yellow Clearance,2
05/17/21 20:01:44.500,10,Phase Begin Red Clearance,2
05/17/21 20:01:46.500,11,Phase End Red Clearance,2
05/17/21 20:02:01.800,1,Phase Begin Green,2
05/17/21 20:04:59.200,7,Phase Green Termination,2
05/17/21 20:04:59.200,8,Phase Begin Yellow Clearance,2
05/17/21 20:05:04.500,9,Phase End Yellow Clearance,2
05/17/21 20:05:04.500,10,Phase Begin Red Clearance,2
05/17/21 20:05:06.500,11,Phase End Red Clearance,2
05/17/21 20:05:33.500,1,Phase Begin Green,2
05/17/21 20:11:39.300,7,Phase Green Termination,2
05/17/21 20:11:39.300,8,Phase Begin Yellow Clearance,2
05/17/21 20:11:44.600,9,Phase End Yellow Clearance,2
05/17/21 20:11:44.600,10,Phase Begin Red Clearance,2
05/17/21 20:11:46.600,11,Phase End Red Clearance,2
05/17/21 20:12:01.900,1,Phase Begin Green,2
05/17/21 20:18:20.200,7,Phase Green Termination,2
05/17/21 20:18:20.200,8,Phase Begin Yellow Clearance,2
05/17/21 20:18:25.500,9,Phase End Yellow Clearance,2
05/17/21 20:18:25.500,10,Phase Begin Red Clearance,2
05/17/21 20:18:27.500,11,Phase End Red Clearance,2
05/17/21 20:18:42.800,1,Phase Begin Green,2
05/17/21 20:25:00.200,7,Phase Green Termination,2
05/17/21 20:25:00.200,8,Phase Begin Yellow Clearance,2
05/17/21 20:25:05.500,9,Phase End Yellow Clearance,2
05/17/21 20:25:05.500,10,Phase Begin Red Clearance,2
05/17/21 20:25:07.500,11,Phase End Red Clearance,2
05/17/21 20:25:22.800,1,Phase Begin Green,2
05/17/21 20:28:20.100,7,Phase Green Termination,2
05/17/21 20:28:20.100,8,Phase Begin Yellow Clearance,2
05/17/21 20:28:25.400,9,Phase End Yellow Clearance,2
05/17/21 20:28:25.400,10,Phase Begin Red Clearance,2
05/17/21 20:28:27.400,11,Phase End Red Clearance,2
05/17/21 20:28:42.700,1,Phase Begin Green,2
05/17/21 20:35:00.100,7,Phase Green Termination,2
05/17/21 20:35:00.100,8,Phase Begin Yellow Clearance,2
05/17/21 20:35:05.400,9,Phase End Yellow Clearance,2
05/17/21 20:35:05.400,10,Phase Begin Red Clearance,2
05/17/21 20:35:07.400,11,Phase End Red Clearance,2
05/17/21 20:35:22.700,1,Phase Begin Green,2
05/17/21 20:40:00.100,7,Phase Green Termination,2
05/17/21 20:40:00.100,8,Phase Begin Yellow Clearance,2
05/17/21 20:40:05.400,9,Phase End Yellow Clearance,2
05/17/21 20:40:05.400,10,Phase Begin Red Clearance,2
05/17/21 20:40:07.400,11,Phase End Red Clearance,2
05/17/21 20:40:22.700,1,Phase Begin Green,2
05/17/21 20:53:33.100,7,Phase Green Termination,2
05/17/21 20:53:33.100,8,Phase Begin Yellow Clearance,2
05/17/21 20:53:38.400,9,Phase End Yellow Clearance,2
05/17/21 20:53:38.400,10,Phase Begin Red Clearance,2
05/17/21 20:53:40.400,11,Phase End Red Clearance,2
05/17/21 20:53:55.700,1,Phase Begin Green,2
05/17/21 20:55:00.100,7,Phase Green Termination,2
05/17/21 20:55:00.100,8,Phase Begin Yellow Clearance,2
05/17/21 20:55:05.400,9,Phase End Yellow Clearance,2
05/17/21 20:55:05.400,10,Phase Begin Red Clearance,2
05/17/21 20:55:07.400,11,Phase End Red Clearance,2
05/17/21 20:55:24.600,1,Phase Begin Green,2
05/17/21 20:56:40.200,7,Phase Green Termination,2
05/17/21 20:56:40.200,8,Phase Begin Yellow Clearance,2
05/17/21 20:56:45.500,9,Phase End Yellow Clearance,2
05/17/21 20:56:45.500,10,Phase Begin Red Clearance,2
05/17/21 20:56:47.500,11,Phase End Red Clearance,2
05/17/21 20:57:02.800,1,Phase Begin Green,2
05/17/21 21:13:20.000,7,Phase Green Termination,2
05/17/21 21:13:20.000,8,Phase Begin Yellow Clearance,2
05/17/21 21:13:25.300,9,Phase End Yellow Clearance,2
05/17/21 21:13:25.300,10,Phase Begin Red Clearance,2
05/17/21 21:13:27.300,11,Phase End Red Clearance,2
05/17/21 21:13:42.600,1,Phase Begin Green,2
05/17/21 21:23:20.100,7,Phase Green Termination,2
05/17/21 21:23:20.100,8,Phase Begin Yellow Clearance,2
05/17/21 21:23:25.400,9,Phase End Yellow Clearance,2
05/17/21 21:23:25.400,10,Phase Begin Red Clearance,2
05/17/21 21:23:27.400,11,Phase End Red Clearance,2
05/17/21 21:23:58.200,1,Phase Begin Green,2
05/17/21 21:25:00.000,7,Phase Green Termination,2
05/17/21 21:25:00.000,8,Phase Begin Yellow Clearance,2
05/17/21 21:25:05.300,9,Phase End Yellow Clearance,2
05/17/21 21:25:05.300,10,Phase Begin Red Clearance,2
05/17/21 21:25:07.300,11,Phase End Red Clearance,2
05/17/21 21:25:22.600,1,Phase Begin Green,2
05/17/21 21:26:40.000,7,Phase Green Termination,2
05/17/21 21:26:40.000,8,Phase Begin Yellow Clearance,2
05/17/21 21:26:45.300,9,Phase End Yellow Clearance,2
05/17/21 21:26:45.300,10,Phase Begin Red Clearance,2
05/17/21 21:26:47.300,11,Phase End Red Clearance,2
05/17/21 21:27:02.600,1,Phase Begin Green,2
05/17/21 21:37:50.200,7,Phase Green Termination,2
05/17/21 21:37:50.200,8,Phase Begin Yellow Clearance,2
05/17/21 21:37:55.500,9,Phase End Yellow Clearance,2
05/17/21 21:37:55.500,10,Phase Begin Red Clearance,2
05/17/21 21:37:57.500,11,Phase End Red Clearance,2
05/17/21 21:38:12.800,1,Phase Begin Green,2
05/17/21 23:06:45.400,7,Phase Green Termination,2
05/17/21 23:06:45.400,8,Phase Begin Yellow Clearance,2
05/17/21 23:06:50.700,9,Phase End Yellow Clearance,2
05/17/21 23:06:50.700,10,Phase Begin Red Clearance,2
05/17/21 23:06:52.700,11,Phase End Red Clearance,2
05/17/21 23:07:08.000,1,Phase Begin Green,2
05/17/21 23:27:15.700,7,Phase Green Termination,2
05/17/21 23:27:15.700,8,Phase Begin Yellow Clearance,2
05/17/21 23:27:21.000,9,Phase End Yellow Clearance,2
05/17/21 23:27:21.000,10,Phase Begin Red Clearance,2
05/17/21 23:27:23.000,11,Phase End Red Clearance,2
05/17/21 23:27:38.300,1,Phase Begin Green,2
05/17/21 23:42:08.300,7,Phase Green Termination,2
05/17/21 23:42:08.300,8,Phase Begin Yellow Clearance,2
05/17/21 23:42:13.600,9,Phase End Yellow Clearance,2
05/17/21 23:42:13.600,10,Phase Begin Red Clearance,2
05/17/21 23:42:15.600,11,Phase End Red Clearance,2
05/17/21 23:42:30.900,1,Phase Begin Green,2
